var_name,summary,question,valid_labels,missing_labels
V083248,Y21a. Family income,"Please look at page 21 of the booklet.
Please look at the booklet and tell me the letter of the income
group that includes the income of all members of your family
living here in 2007 before taxes.
This figure should include salaries, wages, pensions, dividends,
interest, and all other income.","1. A. None or less than $2,999
2. B. $3,000 -$4,999
3. C. $5,000 -$7,499
4. D. $7,500 -$9,999
5. E. $10,000 -$10,999
6. F. $11,000-$12,499
7. G. $12,500-$14,999
8. H. $15,000-$16,999
9. J. $17,000-$19,999
10. K. $20,000-$21,999
11. M. $22,000-$24,999
12. N. $25,000-$29,999
13. P. $30,000-$34,999
14. Q. $35,000-$39,999
15. R. $40,000-$44,999
16. S. $45,000-$49,999
17. T. $50,000-$59,999
18. U. $60,000-$74,999
19. V. $75,000-$89,999
20. W. $90,000-$99,999
21. X. $100,000-$109,999
22. Y. $110,000-$119,999
23. Z. $120,000-$134,999
24. AA. $135,000-$149,999
25. BB. $150,000 and over","-1. INAP,
-8. Don't know
-9. Refused"
V083248x,Y21ax. SUMMARY: FAMILY INCOME,"SUMMARY:
HOUSEHOLD INCOME","1. A. None or less than $2,999
2. B. $3,000 -$4,999
3. C. $5,000 -$7,499
4. D. $7,500 -$9,999
5. E. $10,000 -$10,999
6. F. $11,000-$12,499
7. G. $12,500-$14,999
8. H. $15,000-$16,999
9. J. $17,000-$19,999
10. K. $20,000-$21,999
11. M. $22,000-$24,999
12. N. $25,000-$29,999
13. P. $30,000-$34,999
14. Q. $35,000-$39,999
15. R. $40,000-$44,999
16. S. $45,000-$49,999
17. T. $50,000-$59,999
18. U. $60,000-$74,999
19. V. $75,000-$89,999
20. W. $90,000-$99,999
21. X. $100,000-$109,999
22. Y. $110,000-$119,999
23. Z. $120,000-$134,999
24. AA. $135,000-$149,999
25. BB. $150,000 and over","-8. Don't know
-9. Refused"
V083249,Y21b. R income,"[(RB, still on page 21)
Now we are interested in the income that you yourself
received in 2007, not including any of the income received by
(your spouse and) the rest of your family. Please look at
this page and tell me the income you yourself had in 2007
before taxes.
This figure should include salaries, wages, pensions, dividends,
interest, and all other income. /
(RB, page 21)
Please tell me the letter of the income group that includes
the income you had in 2007 before taxes.
This figure should include salaries, wages, pensions, dividends,
interest, and all other income.]","1. A. None or less than $2,999
2. B. $3,000 -$4,999
3. C. $5,000 -$7,499
4. D. $7,500 -$9,999
5. E. $10,000 -$10,999
6. F. $11,000-$12,499
7. G. $12,500-$14,999
8. H. $15,000-$16,999
9. J. $17,000-$19,999
10. K. $20,000-$21,999
11. M. $22,000-$24,999
12. N. $25,000-$29,999
13. P. $30,000-$34,999
14. Q. $35,000-$39,999
15. R. $40,000-$44,999
16. S. $45,000-$49,999
17. T. $50,000-$59,999
18. U. $60,000-$74,999
19. V. $75,000-$89,999
20. W. $90,000-$99,999
21. X. $100,000-$109,999
22. Y. $110,000-$119,999
23. Z. $120,000-$134,999
24. AA. $135,000-$149,999
25. BB. $150,000 and over","-8. Don't know
-9. Refused"
V083250,Y22. Think of self as belonging to class,"(Not using the booklet)
There's been some talk these days about different social classes.
Most people say they belong either to the middle class or the
working class.  Do you ever think of yourself as belonging in
one of these classes?","1. Yes
5. No","-8. Don't know
-9. Refused"
V083250a,Y22a. Social Class: working or middle,Which one?,"0. Lower class or poor {VOL}
1. Middle class
5. Working class
6. Both {VOL}
7. Other (SPECIFY)","-1. INAP,
-8. Don't know
-9. Refused"
V083250b,Y22b. Social Class: had to choose working/middle,"Well, if you had to make a choice, would you call yourself
MIDDLE CLASS or WORKING CLASS?","0. Upper class {VOL}
1. Middle class
3. Neither {VOL}
5. Working class
6. Lower class or poor {VOL}
7. Other (SPECIFY)","-1. INAP,
-8. Don't know
-9. Refused"
V083250c,Y23. Social class: average or upper working/middle class,"Would you say that you are about AVERAGE middle class or that
you are in the UPPER PART of the middle class? /
Would you say that you are about AVERAGE working class or that
you are in the UPPER PART of the working class?","0. Lower class or poor {VOL}
1. Average
5. Upper
6. Lower working/middle {VOL}
7. Other","-1. INAP,
-8. Don't know
-9. Refused"
V083250x,Y23x. SUMMARY: SOCIAL CLASS WORKING OR MIDDLE,"SUMMARY:
SOCIAL CLASS WORKING OR MIDDLE","0. Lower class or poor {VOL}
1. Working class
2. Middle class
3. Upper class {VOL}
7. Neither, Both, Other {VOL}","-8. Don't know (in Y22a or Y22b)
-9. Refused (in Y22a or Y22b)"
V083251a,Y24a. Race of Respondent- Mention 1,What racial or ethnic group or groups best describes you?,"10. Black
20. Asian
30. Native American
40. Hispanic or Latino
50. White
81. Other: recoded to Black
82. Other: recoded to Asian
83. Other: recoded to Native American
84. Other: recoded to Hispanic
85. Other: recoded to White
90. Other: {SPECIFY}","-8. Don't know
-9. Refused"
V083251b,Y24b. Race of Respondent- Mention 2,What racial or ethnic group or groups best describes you?,"10. Black
20. Asian
30. Native American
40. Hispanic or Latino
50. White
81. Other: recoded to Black
82. Other: recoded to Asian
83. Other: recoded to Native American
84. Other: recoded to Hispanic
85. Other: recoded to White
90. Other: {SPECIFY}","-1. INAP, no further mention"
V083251c,Y24c. Race of Respondent- Mention 3,What racial or ethnic group or groups best describes you?,"10. Black
20. Asian
30. Native American
40. Hispanic or Latino
50. White
81. Other: recoded to Black
82. Other: recoded to Asian
83. Other: recoded to Native American
84. Other: recoded to Hispanic
85. Other: recoded to White
90. Other: {SPECIFY}","-1. INAP, no further mention"
V083251d,Y24d. Race of Respondent- Mention 4,What racial or ethnic group or groups best describes you?,"10. Black
20. Asian
30. Native American
40. Hispanic or Latino
50. White
90. Other {SPECIFY}","-1. INAP, no further mention"
V083251e,Y24e. Race of Respondent- mention 5,What racial or ethnic group or groups best describes you?,"10. Black
20. Asian
30. Native American
40. Hispanic or Latino
50. White
90. Other {SPECIFY}","-1. INAP, no further mention
-8. Don't know
-9. Refused"
V083252a,Y25a. Main ethnic or nationality group MENTION 1,"In addition to being American, what do you consider your main
ethnic group or nationality group?",899. None/no (1st mention only),"-8. DK (1st mention only)
-9. RF (1st mention only)
-4. NA (blank)"
V083252b,Y25b. Main ethnic or nationality group MENTION 2,"In addition to being American, what do you consider your main
ethnic group or nationality group?",,"-1. INAP, no further mention"
V083252c,Y25c. Main ethnic or nationality group MENTION 3,"In addition to being American, what do you consider your main
ethnic group or nationality group?",,"-1. INAP, no further mention"
V083252d,Y25d. Main ethnic or nationality group MENTION 4,"In addition to being American, what do you consider your main
ethnic group or nationality group?",,"-1. INAP, no further mention"
V083252x,Y25x. SUMMARY: COUNT ETHNIC OR NATIONALITY GROUP,"In addition to being American, what do you consider your main
ethnic group or nationality group?","0. No coded mentions
1. One coded mention
2. Two coded mentions
3. Three coded mentions
4. Four coded mentions
5. More than",
V083253,Y26. IWR CHECKPOINT: number of ethnic mentions,"INTERVIEWER CHECKPOINT:
Number of ethnic groups mentioned by R","0. None
1. One
2. Two or more
9. NA,DK,RF (-4,-8,-9) in Y25a","-99. INAP, interviewer error:"
V083254,Y26a. Ethnic group most close,With which of these groups do you most closely identify?,,"-1. INAP,
-8. DK
-9. RF
-4. NA (blank)
-99. INAP, -99 in Y26"
V083255,Y27. IWR CHECKPOINT: MENTION ETHNIC HISPANIC,"INTERVIEWER CHECKPOINT:
DID R MENTION HISPANIC GROUP?","0. Hispanic not coded in race question (Y24a-Y24e) and no Hispanic mention
1. Hispanic coded in race question (Y24a-Y24e)
2. Hispanic mention in ethnicity question (Y25a-Y25d)
3. Hispanic coded in race question and Hispanic mention for ethnicity","-1. INAP, NA/DK/RF (-4,-8,-9) for ethnicity question"
V083256,Y28a. No ethnic mention Hispanic: is R of Hispanic descent,Are you of Spanish or Hispanic origin or descent?,"1. Yes
5. No","-1. INAP, -1,1,2,3 in Y27
-8. Don't know
-9. Refused
-99. INAP, interviewer error in checkpoint Y27: no Hispanic"
V083256a,Y28b. Hispanic: type Hispanic,"Please look at page 22 of the booklet and tell me which
category best describes your Hispanic origin.","1. Mexican
2. Puerto Rican
3. Cuban
4. Latin American
5. Central American
6. Spanish
7. Other (SPECIFY) {VOL}","-1. INAP, -1 in Y27 and
-4. NA
-8. Don't know
-9. Refused"
V083257,Y29a. Native status of parents,"Where were your parents born:  were they both born in the U.S.,
was one born in the U.S., or were both born in another country?","1. Both parents born in the U. S.
2. One parent born in the U. S.
3. Neither parent born in the U. S.","-4. NA, not asked due to IWR error, Hispanic mention at Y27
-8. Don't know
-9. Refused"
V083258,"Y29b. LATINO Rs: born U.S., Puerto Rico, or some other count","Were you born in the mainland United States, Puerto Rico or some
other country?","1. Mainland U. S.
2. Puerto Rico
3. Some other country {SPECIFY}","-1. INAP, no Hispanic mention at Y27 or Y28a
-4. NA due to IWR error, Hispanic mention at Y27 or Y28a
-8. Don't know
-9. Refused"
V083259,Y29c. LATINO Rs: how many grandparents born outside the U.S.,"How many of your grandparents, if any, were born outside the U.S.A.?","0. None
1. One
2. Two
3. Three
4. All","-1. INAP, no Hispanic mention at Y27 or Y28a
-4. NA due to IWR error, Hispanic mention at Y27 or Y28a
-8. Don't know
-9. Refused"
V083260,Y29d. LATINO Rs: country of Latino heritage,"Families of Hispanic or Latino background in the United States
come from many different countries.
From which country do you trace your Latino heritage?","1. Argentina
2. Bolivia
3. Chile
4. Colombia
5. Costa Rica
6. Cuba
7. Dominican Republic
8. Ecuador
9. El Salvador
10. Guatemala
11. Honduras
12. Mexico
13. Nicaragua
14. Panama
15. Paraguay
16. Peru
17. Puerto Rico
18. Spain
19. Uruguay
20. Venezuela
23. U. S. A.
77. OTHER {SPECIFY}","-1. INAP, no Hispanic mention at Y27 or Y28a
-4. NA due to IWR error, Hispanic mention at Y27 or Y28a
-8. Don't know
-9. Refused"
V083261,Y29g. LATINO Rs: When did R arrive in U.S.,When did you first arrive to live in the U.S. (mainland)?,,"-1. INAP,
-8. Don't know
-9. Refused"
V083262,Y29h. LATINO Rs: In what year did R become a U.S. citizen,In what year did you become a naturalized U.S. citizen?,,"-1. INAP,
-8. Don't know
-9. Refused"
V083263,Y29j. LATINO Rs: language at home,"What language do you primarily speak at home with your family?
Is it only English, mostly English, only Spanish, mostly
Spanish, or both languages equally?","1. Only English
2. Mostly English
3. Both languages equally
4. Mostly Spanish
5. Only Spanish","-1. INAP, no Hispanic mention at Y27 or Y28a
-4. NA due to IWR error, Hispanic mention at Y27 or Y28a
-8. Don't know
-9. Refused"
V083264,Y30. Where R grew up,Where was it that you grew up?,,"-4. NA (blank)
-8. Don't know
-9. Refused"
V083265a,Y31a. How many children in HH age 10 and younger,How many children age 10 or younger live in this household?,"0. No children age
1. One child age
2. Two children age
3. Three children age
4. Four children age
5. Five children age","-8. Don't know
-9. Refused"
V083265b,Y31b. How many children in HH age 11-17,How many children age 11 to 17 live in this household?,"0. No children age
1. One child age
2. Two children age
3. Three children age
4. Four children age
5. Five children age
6. Six children age
7. Seven children age
8. Eight children age
9. Nine children age","-8. Don't know
-9. Refused"
V083266a,Y32a. How long lived in this community: years,How long have you lived in your present (CITY/TOWN/TOWNSHIP/COUNTY)?,,"-8. Don't know
-9. Refused"
V083266b,Y32b. How long lived in this community - Months,How long have you lived in your present (CITY/TOWN/TOWNSHIP/COUNTY)?,,"-8. Don't know
-9. Refused"
V083267,Y33. Where R lived previously,Where did you live before you moved here?,,"-1. INAP, less than
-8. Don't know
-9. Refused"
V083268,Y34. Distance where R used to live (miles),How far away is that?,"0. Less than
1. One mile
90. Other (SPECIFY)","-1. INAP, less than
-8. Don't know
-9. Refused"
V083269a,Y35a. How long lived in this dwelling unit: years,How long have you lived in this (house/condo/apartment)?,,"-8. Don't know
-9. Refused"
V083269b,Y35b. How long lived in this dwelling unit - Months,How long have you lived in this (house/condo/apartment)?,,"-8. Don't know
-9. Refused"
V083270,Y36a. How many telephone numbers in HH,"How many telephone NUMBERS are there in this household,
including regular phone numbers, fax numbers, and cell phone
numbers that are answered by anyone who lives here?",,"-8. Don't know
-9. Refused"
V083271a,Y36b1. Business use - multiple HH phones,"How many of these -NUMBER- numbers are only for business use AND
are never answered for personal phone calls?",,"-1. INAP,
-8. Don't know
-9. Refused"
V083271b,Y36b2. Business use - 1 HH phone,"Is this number only for business use, or is it not for business
use only?","0. Not a business-only number (only
1. Business-only number","-1. INAP,
-8. Don't know
-9. Refused"
V083272a,Y36c1. Computer or fax - multiple phones,"Of the -NUMBER- numbers that are NOT only for business use,
how many are ever used for computers or fax machines?",,"-1. INAP,
-8. Don't know
-9. Refused"
V083272b,Y36c2. Computer or fax - 1 phone,"Is the one number that is NOT for business use ever used for a
computer or fax machine?","0. Not used for computer/fax
1. Used for computer/fax","-1. INAP,
-8. Don't know
-9. Refused"
V083273a,Y36d1. Answered computer or fax - multiple phones,"How many of these -NUMBER- numbers are ever answered for
talking in response to personal, non-business telephone calls?",,"-1. INAP,
-8. Don't know
-9. Refused"
V083273b,Y36d2. Answered computer or fax - 1 phone,"Is this number ever answered for talking in response to
personal, non-business telephone calls?","0. Not used for talking in personal phone calls
1. Used for talking in personal phone calls","-1. INAP, not
-8. Don't know
-9. Refused"
V083274a,Y36f1. Cell phone - multiple HH phones,"How many of the -NUMBER- telephone numbers in this household
are cell phone numbers?",,"-1. INAP,
-8. Don't know
-9. Refused"
V083274b,Y36f2. Cell phone - 1 HH phone,Is this a cell phone number?,"0. No
1. Yes","-1. INAP,
-8. Don't know
-9. Refused"
V083275a,Y36g1. Cell phone business use - multiple phones,"Of the -NUMBER- cell phone numbers, how many are for business
use only AND never answered for PERSONAL phone calls?",,"-1. INAP, -1,-8,-9,0,1 in Y36f1
-8. Don't know
-9. Refused"
V083275b,Y36g2. Cell phone business use - 1 phone,"Is this cell phone number for business use only, or is it not
for business use only?","0. Not a business-only number
1. Business-only number","-1. INAP,
-8. Don't know
-9. Refused"
V083276a,Y36h1. Non-business-only cell phones with use as modem/fax,"For the -NUMBER- cell phone numbers that are NOT only for
business, how many are ever used for computers or fax machines?",,"-1. INAP,
-8. Don't know
-9. Refused"
V083276b,Y36h2. 1 Non-business-only cell phone with use as modem/fax,"For the cell phone number that is NOT business-only, is it ever
used for a computer or fax machine?","0. Not used for computer/fax
1. Used for computer/fax","-1. INAP,
-8. Don't know
-9. Refused"
V083277a,Y36j1. Answered non-bus-only cell phones w/use as modem/fax,"How many of these -NUMBER- cell phone numbers that are used
for a computer or fax machine are also ever ANSWERED for
PERSONAL phone calls?",,"-1. INAP, -1,-8,-9,0,1 in Y36h1
-8. Don't know
-9. Refused"
V083277b,Y36j2. Answered non-bus-only cell phone w/use as modem/fax,Is it also ever ANSWERED for PERSONAL phone calls?,"0. Not answered for PERSONAL phone calls
1. Answered for PERSONAL phone calls","-1. INAP, -1,-8,-9,0,2-6 in Y36h1; -1,-8,-9,0 in Y36h2
-8. Don't know
-9. Refused"
V083278,Y36k. Phone discrepancy,"Earlier you said there were -NUMBER- telephone numbers in this
household, including regular phone numbers, fax numbers, and
cell phone numbers that are answered by anyone who lives here.
Did I record that correctly as -NUMBER-, or are there more
numbers than that?","1. NUMBER total numbers was recorded correctly
5. There are more telephone numbers than NUMBER
7. Other {INTERVIEWER: RECORD DESCRIPTION IN COMMENT FIELD}","-1. INAP, personal use numbers indicated in cell phone series
-8. Don't know
-9. Refused"
