var_name,description,question,valid_labels,missing_labels
randordq_medsrc_websites_04,Pre: Order of media-source numbered web sites: web site 4 (Forbes,,"01. Listed as
02. Listedas
03. Listed as
04. Listed as
05. Listed as
06. Listed as
07. Listed as
08. Listed as
09. Listed as
10. Listed as
11. Listed as
12. Listed as
13. Listed as
14. Listed as
15. Listed as
","-1. Inap, R did not selectWebsite(s) as media
"
randordq_medsrc_websites_05,Pre: Order of media-source numbered web sites: web site 5 (Fox News,,"01. Listed as
02. Listedas
03. Listed as
04. Listed as
05. Listed as
06. Listed as
07. Listed as
08. Listed as
09. Listed as
10. Listed as
11. Listed as
12. Listed as
13. Listed as
14. Listed as
15. Listed as
","-1. Inap, R did not selectWebsite(s) as media
"
randordq_medsrc_websites_06,Pre: Orderofmedia-sourcenumberedwebsites: website6(GoodMorning,,"01. Listed as
02. Listedas
03. Listed as
04. Listed as
05. Listed as
06. Listed as
07. Listed as
08. Listed as
09. Listed as
10. Listed as
11. Listed as
12. Listed as
13. Listed as
14. Listed as
15. Listed as
","-1. Inap, R did not selectWebsite(s) as media
"
randordq_medsrc_websites_07,Pre: Orderofmedia-sourcenumberedwebsites: website7(GoogleNews,,"01. Listed as
02. Listedas
03. Listed as
04. Listed as
05. Listed as
06. Listed as
07. Listed as
08. Listed as
09. Listed as
10. Listed as
11. Listed as
12. Listed as
13. Listed as
14. Listed as
15. Listed as
","-1. Inap, R did not selectWebsite(s) as media
"
randordq_medsrc_websites_08,Pre: Order of media-source numbered web sites: web site 8 (Huffington,,"01. Listed as
02. Listedas
03. Listed as
04. Listed as
05. Listed as
06. Listed as
07. Listed as
08. Listed as
09. Listed as
10. Listed as
11. Listed as
12. Listed as
13. Listed as
14. Listed as
15. Listed as
","-1. Inap, R did not selectWebsite(s) as media
"
randordq_medsrc_websites_09,Pre: Order of media-source numbered web sites: web site 9 (Los Angeles,,"01. Listed as
02. Listedas
03. Listed as
04. Listed as
05. Listed as
06. Listed as
07. Listed as
08. Listed as
09. Listed as
10. Listed as
11. Listed as
12. Listed as
13. Listed as
14. Listed as
15. Listed as
","-1. Inap, R did not selectWebsite(s) as media
"
randordq_medsrc_websites_10,Pre: Order of media-source numbered web sites: web site 10 (MSNBC,,"01. Listed as
02. Listedas
03. Listed as
04. Listed as
05. Listed as
06. Listed as
07. Listed as
08. Listed as
09. Listed as
10. Listed as
11. Listed as
12. Listed as
13. Listed as
14. Listed as
15. Listed as
","-1. Inap, R did not selectWebsite(s) as media
"
randordq_medsrc_websites_11,Pre: Order of media-source numbered web sites: web site 11 (New York,,"01. Listed as
02. Listedas
03. Listed as
04. Listed as
05. Listed as
06. Listed as
07. Listed as
08. Listed as
09. Listed as
10. Listed as
11. Listed as
12. Listed as
13. Listed as
14. Listed as
15. Listed as
","-1. Inap, R did not selectWebsite(s) as media
"
randordq_medsrc_websites_12,Pre: Orderofmedia-sourcenumberedwebsites: website12(TodayShow,,"01. Listed as
02. Listedas
03. Listed as
04. Listed as
05. Listed as
06. Listed as
07. Listed as
08. Listed as
09. Listed as
10. Listed as
11. Listed as
12. Listed as
13. Listed as
14. Listed as
15. Listed as
","-1. Inap, R did not selectWebsite(s) as media
"
randordq_medsrc_websites_13,Pre: Order of media-source numbered web sites: web site 13 (USA Today,,"01. Listed as
02. Listedas
03. Listed as
04. Listed as
05. Listed as
06. Listed as
07. Listed as
08. Listed as
09. Listed as
10. Listed as
11. Listed as
12. Listed as
13. Listed as
14. Listed as
15. Listed as
","-1. Inap, R did not selectWebsite(s) as media
"
randordq_medsrc_websites_14,Pre: Order of media-source numbered web sites: web site 14 (Washington,,"01. Listed as
02. Listedas
03. Listed as
04. Listed as
05. Listed as
06. Listed as
07. Listed as
08. Listed as
09. Listed as
10. Listed as
11. Listed as
12. Listed as
13. Listed as
14. Listed as
15. Listed as
","-1. Inap, R did not selectWebsite(s) as media
"
randordq_medsrc_websites_15,Pre: Orderofmedia-sourcenumberedwebsites: website15(YahooNews,,"05. Listed as
09. Listed as
04. Listed as
08. Listed as
11. Listed as
03. Listed as
13. Listed as
12. Listed as
","-2. Availablein future release
-1. Inap, R did not selectWebsite(s) as media
"
randordq_medsrc_newsp_01,Pre: Orderofmedia-sourcenumberedprint/onlinenewspapers: newspaper,,"03. Listed as
02. Listed as2nd newspaper
05. Listed as
04. Listed as
01. Listed as1st newspaper
06. Listed as
07. Listed as
08. Listed as
","-2. Availablein future release
-1. Inap, R did notselect either print or online
"
randordq_medsrc_newsp_02,Pre: Orderofmedia-sourcenumberedprint/onlinenewspapers: newspaper,,"01. Listed as1st newspaper
02. Listed as2nd newspaper
05. Listed as
04. Listed as
03. Listed as
06. Listed as
07. Listed as
08. Listed as
","-2. Availablein future release
-1. Inap, R did notselect either print or online
"
randordq_medsrc_newsp_03,Pre: Orderofmedia-sourcenumberedprint/onlinenewspapers: newspaper,,"04. Listed as
01. Listed as1st newspaper
03. Listed as
02. Listed as2nd newspaper
05. Listed as
06. Listed as
07. Listed as
08. Listed as
","-2. Availablein future release
-1. Inap, R did notselect either print or online
"
randordq_medsrc_newsp_04,Pre: Orderofmedia-sourcenumberedprint/onlinenewspapers: newspaper,,"03. Listed as
02. Listed as2nd newspaper
04. Listed as
05. Listed as
01. Listed as1st newspaper
06. Listed as
08. Listed as
07. Listed as
","-2. Availablein future release
-1. Inap, R did notselect either print or online
"
randordq_medsrc_newsp_05,Pre: Orderofmedia-sourcenumberedprint/onlinenewspapers: newspaper,,"04. Listed as
03. Listed as
05. Listed as
02. Listed as2nd newspaper
01. Listed as1st newspaper
06. Listed as
08. Listed as
07. Listed as
","-2. Availablein future release
-1. Inap,R did not select (print oronline)
"
randordq_medsrc_newsp_06,Pre: Orderofmedia-sourcenumberedprint/onlinenewspapers: newspaper,,"06. Listed as
02. Listed as2nd newspaper
05. Listed as
04. Listed as
01. Listed as1st newspaper
03. Listed as
07. Listed as
08. Listed as
","-2. Availablein future release
-1. Inap,R did not select (print oronline)
"
randordq_medsrc_newsp_07,Pre: Orderofmedia-sourcenumberedprint/onlinenewspapers: newspaper,,"01. Listed as1st newspaper
07. Listed as
05. Listed as
08. Listed as
03. Listed as
06. Listed as
02. Listed as2nd newspaper
09. Listed as
","-2. Availablein future release
-1. Inap,R did not select (print oronline)
"
randordq_medsrc_newsp_08,Pre: Orderofmedia-sourcenumberedprint/onlinenewspapers: newspaper,,"08. Listed as
04. Listed as
03. Listed as
02. Listed as2nd newspaper
05. Listed as
06. Listed as
07. Listed as
01. Listed as1st newspaper
","-2. Availablein future release
-1. Inap,R did not select (print oronline)
"
randordq_medsrc_newsp_09,Pre: Orderofmedia-sourcenumberedprint/onlinenewspapers: newspaper,,"01. Listed as1st newspaper
07. Listed as
04. Listed as
06. Listed as
03. Listed as
05. Listed as
09. Listed as
08. Listed as
","-2. Availablein future release
-1. Inap,R did not select (print oronline)
"
randordq_medsrc_newsp_10,Pre: Orderofmedia-sourcenumberedprint/onlinenewspapers: newspaper,,"06. Listed as
10. Listed as10th newspaper
04. Listed as
07. Listed as
09. Listed as
02. Listed as2nd newspaper
01. Listed as1st newspaper
03. Listed as
","-2. Availablein future release
-1. Inap,R did not select (print oronline)
"
randordq_medsrc_newsp_11,Pre: Orderofmedia-sourcenumberedprint/onlinenewspapers: newspaper,,"02. Listed as2nd newspaper
04. Listed as
11. Listed as
03. Listed as
06. Listed as
12. Listed as12th newspaper
01. Listed as1st newspaper
07. Listed as
","-2. Availablein future release
-1. Inap,R did not select (print oronline)
"
randordq_medsrc_newsp_12,Pre: Orderofmedia-sourcenumberedprint/onlinenewspapers: newspaper,,"03. Listed as
05. Listed as
12. Listed as12th newspaper
01. Listed as1st newspaper
06. Listed as
13. Listed as13th newspaper
02. Listed as2nd newspaper
09. Listed as
","-2. Availablein future release
-1. Inap,R did not select (print oronline)
"
randordq_medsrc_newsp_13,Pre: Orderofmedia-sourcenumberedprint/onlinenewspapers: newspaper,,"10. Listed as10th newspaper
01. Listed as1st newspaper
04. Listed as
06. Listed as
08. Listed as
09. Listed as
11. Listed as
","-2. Availablein future release
-1. Inap,R did not select (print oronline)
"
randordq_medsrc_newsp_14,Pre: Orderofmedia-sourcenumberedprint/onlinenewspapers: newspaper,,,"-2. Availablein future release
-1. Inap,R did not select (print oronline)
"
randordq_medsrc_newsp_15,Pre: Orderofmedia-sourcenumberedprint/onlinenewspapers: newspaper,,,"-2. Availablein future release
-1. Inap,R did not select (print oronline)
"
randsplice_revisedstandard,Pre and Post: Standard or revised version of questions having std/revised,,"1. Revised version of question(s)
2. Standard version of question(s)
1. Revised version of question(s)
2. Standard version of question(s)
",
randopts_fwdrev,Pre andPost: Forward reverse orderof response options,,"1. Forward order
2. Reverse order
1. Forward order
2. Reverse order
",
randordq_cands_parties,Pre and Post: Order of Democratic/Republican questions for parties and,,"1. Democratic
2. Republican
1. Democratic
2. Republican
",
randord_vote_ptynames,PreandPost: AssignedorderforDem/Repcandidatenames: PreandPost,,"1. Democratic names first inquestion texts,
2. Republican names first in questiontexts,
1. Democratic namesfirst in
2. Republican namesfirst in
","-1. Inapplicable, FTF(same order as
-1. Inapplicable, FTF (same
"
randordq_web_pretherms,Pre: WEB ONLY:Order of political figure thermometers afterPres cands,,,"-1. Inapplicable,FTF (randordq_cands_parties for
-2. Missing
-1. Inapplicable, FTF
-2. Missing
"
randordq_affects,Pre: Order of Presidential candidate affects,,,
rand_place_likelypercent,Pre: Placement of vote likelihood questions,,"0. Early placement: how likely will vote;late
1. Late placement: howlikely will vote; early
0. Early placement: how
1. Late placement: howlikely
",
randordq_ecblame_pres,Pre: Order of economic blame item: President,,,
randordq_ecblame_prevpres,Pre: Order of economic blame item: former President,,,
randordq_ecblame_congdem,Pre: Order of economic blame item: Democrats in Congress,,,
randordq_ecblame_congrep,Pre: Order of economic blame item: Republicans in Congress,,,
randordq_ecblame_wallstr,Pre: Order of economic blame item: WallStreet bankers,,,
randordq_ecblame_consumers,Pre: Order of economic blame item: consumers,,,
randordq_ecblame_lenders,Pre: Order of economic blame item: lenders,,,
randord_econperf_ptynames,Pre: Order of party names in party performance question: handling the,,"1. Democrats, Republicans
2. Republicans, Democrats
1. Democrats, Republicans
2. Republicans, Democrats
","-1. Inap, Web(same order as
-1. Inap, Web(sameorder as
"
randsplice_dutychoice,Pre: Question splice: version duty/choice to vote or version choice/duty to,,"1. Questionversion with 'duty' first (question text
2. Question version with 'choice'first (question text
1. Question version with
2. Question version with
",
randord_pid_ptynames,Pre: Order of party names inparty identification question,,"1. Democrat, Republican
2. Republican, Democrat
1. Democrat,Republican
2. Republican,Democrat
",
randordq_trait_moral,Pre: Order of Presidential candidate trait: moral,,,
randordq_trait_strong,Pre: Order of Presidential candidate trait: strong leadership,,,
randordq_trait_cares,Pre: Order of Presidential candidate trait: really cares,,,
randordq_trait_know,Pre: Order of Presidential candidate trait: knowledgeable,,,
randordq_trait_intell,Pre: Order of Presidential candidate trait: intelligent,,,
randordq_trait_honest,Pre: Order of Presidential candidate trait: honest,,,
randsplice_fedspendtxt,Pre: Wordingchoice in Federalspending items,,"1. Federal spending wording: aboutthe same
2. Federalspending wording: thesame
1. Federalspending wording: about thesame
2. Federalspending wording: the same
",
randordq_fedspend_socsec,Pre: Order of Federal spending item: Social Security,,,
randordq_fedspend_pubsch,Pre: Order of Federal spending item: public schools,,,
randordq_fedspend_scitech,Pre: Order of Federal spending item: science and technology,,,
randordq_fedspend_crime,Pre: Order of Federal spending item: dealing with crime,,,
randordq_fedspend_welfare,Pre: Order of Federal spending item: welfare programs,,,
randordq_fedspend_child,Pre: Order of Federal spending item: child care,,,
randordq_fedspend_poor,Pre: Order of Federal spending item: aid to thepoor,,,
randordq_fedspend_envir,Pre: Order of Federal spending item: protecting the environment,,,
randopts_pk_medicare,Pre: Order of numbered response option choices for Political knowledge,,,
randopts_pk_spendleast,Pre: Order of numbered response option choices for Political knowledge,,,
randord_womenperf_ptynames,Post: order of major party names: party that does better job in the interest,,"1. Democratic first inquestion text
2. Republican first in quesitontext
1. Democratic first in
2. Republicanfirstinquesiton
","-1. Inap, Web(same order as
-2. Missing
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-1. Inap, Web(sameorder as
-2. Missing
-6. Not asked, unit
-7. Deleted due to partial
"
randordq_ftf_thermpo_pcpcsp,"Post: FTFONLY:Democratic/RepublicanorderinPrescand,andthenPres",,"1. Democratic name
2. Republican name
1. Democratic name
2. Republican name
","-1. Inap, Webrandomization
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-1. Inap,Webrandomization
-6. Not asked, unit
-7. Deleted due to partial
"
randordq_web_thermpopc,Post: WEBONLY:Democratic/RepublicanorderinPrescandthermometers,,"1. Democratic Pres cand
2. Republican Pres cand
1. Democratic Pres cand
2. RepublicanPres cand
","-1. Inap, FTFrandomization
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inap, FTF randomization
-6. Not asked, unit
-7. Deleted due to partial
"
randordq_web_thermpopcsp,Post: WEB ONLY: Democratic/Republican order in Pres cand spouse ther-,,"1. Democratic Pres cand spouse1st, Republican
2. Republican Pres cand spouse1st, Democratic
1. Democratic Pres cand
2. Republican Pres cand
","-1. Inap, FTFrandomization
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inap, FTF randomization
-6. Not asked, unit
-7. Deleted due to partial
"
randordq_thermpo_hscand,Post: FTF ONLY: Democratic/Republican order of House cand thermome-,,"1. Democratic name1st, if any (Dem House cand,
2. Republican name1st , if any (Rep Housecand,
1. Democratic name1st, if
2. Republican name1st , if
","-1. Inap,district not determined (Webonly)
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-1. Inap, district not
-6. Not asked, unit
-7. Deleted due to partial
"
randordq_web_thermpo_sencand,Post: WEB ONLY: Order of political figure thermometers after Pres cands:,,"1. Democratic Senate cand (if any)
2. Republican Senate cand (if any)
1. Democratic Senate cand
2. RepublicanSenatecand(if
","-1. Inap,FTF (not randomized); no race instate
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inap, FTF (not
-6. Not asked, unit
-7. Deleted due to partial
"
randordq_web_thermpo_senatrs,Post: WEB ONLY: Order of political figure thermometers after Pres cands:,,"1. Sr Senator1st, jr Senator
2. Jr Senator
1. Sr Senator
2. Jr Senator
","-1. Inap,FTF(notrandomized);Senateraceinstate
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inap, FTF (not
-6. Not asked, unit
-7. Deleted due to partial
"
randordq_web_thermpo_vpc,Post: WEB ONLY: Order of political figure thermometers after Pres cands:,,"1. Democraticvice-pres cand
2. Republicanvice-pres cand
1. Democraticvice-pres cand
2. Republicanvice-pres cand
","-1. Inap, FTF(not randomized)
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inap, FTF (not
-6. Not asked, unit
-7. Deleted due to partial
"
randordq_grptherm_xfund,Post: Order of group thermometer: Christian fundamentalists,,,"-1. Inap, Web(not randomized)
-6. Notasked, unit nonresponse (no post-election
"
randordq_grptherm_cath,Post: Order of group thermometer: Catholics,,,"-1. Inap, Web(not randomized)
-6. Notasked, unit nonresponse (no post-election
"
randordq_grptherm_feminst,Post: Order of group thermometer: feminists,,,"-1. Inap, Web(not randomized)
-6. Notasked, unit nonresponse (no post-election
"
randordq_grptherm_fedgov,Post: Order of group thermometer: Federal government in Washington,,,"-1. Inap, Web(not randomized)
-6. Notasked, unit nonresponse (no post-election
"
randordq_grptherm_lib,Post: Order of group thermometer: liberals,,,"-1. Inap, Web(not randomized)
-6. Notasked, unit nonresponse (no post-election
"
randordq_grptherm_midclass,Post: Order of group thermometer: middle class people,,,"-1. Inap, Web(not randomized)
-6. Notasked, unit nonresponse (no post-election
"
randordq_grptherm_labor,Post: Order of group thermometer: labor unions,,,"-1. Inap, Web(not randomized)
-6. Notasked, unit nonresponse (no post-election
"
randordq_grptherm_poor,Post: Order of group thermometer: poor people,,,"-1. Inap, Web(not randomized)
-6. Notasked, unit nonresponse (no post-election
"
